Deal ID;Seller;Buyer;Designation;Description;Armament category;Order date;Order date is estimate;Numbers delivered;Numbers delivered is estimate;Delivery year;Delivery year is estimate;Status;SIPRI estimate;TIV deal unit;TIV delivery values;Local production
25071;Cuba;Congo;MiG-17/Fresco;Fighter aircraft;Aircraft;1978;Yes;7;Yes;1979;Yes;Second hand;3.5000;1.4;9.8;No
25071;Cuba;Congo;MiG-17/Fresco;Fighter aircraft;Aircraft;1978;Yes;7;Yes;1978;Yes;Second hand;3.5000;1.4;9.8;No
14855;Cuba;Congo;MiG-15UTI/Midget;Trainer aircraft;Aircraft;1978;Yes;2;Yes;1978;Yes;Second hand;3.0000;1.2;2.4;No
1908;Cuba;Angola;MiG-15UTI/Midget;Trainer aircraft;Aircraft;1975;No;1;Yes;1975;Yes;Second hand;3.0000;1.2;1.2;No
